run,reference,tagged,comment
PIC94960RT2,PEPFAR_RT2_HXB2,no
PIC30756RT2,PEPFAR_RT2_HXB2,no
PIC27779RT2,PEPFAR_RT2_HXB2,no
PIC68008RT2,PEPFAR_RT2_HXB2,no
PIC45799RT2,PEPFAR_RT2_HXB2,no
PIC60090RT2,PEPFAR_RT2_HXB2,no
PIC66314RT2,PEPFAR_RT2_HXB2,no
PIC63245RT2,PEPFAR_RT2_HXB2,no
PIC81206RT2,PEPFAR_RT2_HXB2,no
PIC66314_EC_RT1,PEPFAR_RT1_HXB2,no
PIC63245_EC_RT1,PEPFAR_RT1_HXB2,no
PIC27067_EC_RT2,PEPFAR_RT2_HXB2,no
PIC11439_EC_RT2,PEPFAR_RT2_HXB2,no
PIC64236_EC_RT2,PEPFAR_RT2_HXB2,no
PIC78882_EC_RT2,PEPFAR_RT2_HXB2,no
PIC34971_EC_RT2,PEPFAR_RT2_HXB2,no
PIC16767_EC_RT2,PEPFAR_RT2_HXB2,no
PIC13600_EC_RT2,PEPFAR_RT2_HXB2,no
PIC23898_EC_RT2,PEPFAR_RT2_HXB2,no
PIC94960_EC_RT2,PEPFAR_RT2_HXB2,no
PIC25122_EC_RT2,PEPFAR_RT2_HXB2,no
PIC30756_EC_RT2,PEPFAR_RT2_HXB2,no
PIC27779_EC_RT2,PEPFAR_RT2_HXB2,no
PIC68008_EC_RT2,PEPFAR_RT2_HXB2,no
PIC45799_EC_RT2,PEPFAR_RT2_HXB2,no
PIC60090_EC_RT2,PEPFAR_RT2_HXB2,no
PIC60841_EC_RT2,PEPFAR_RT2_HXB2,no
PIC37858_EC_RT2,PEPFAR_RT2_HXB2,no
PIC66314_EC_RT2,PEPFAR_RT2_HXB2,no
PIC63245_EC_RT2,PEPFAR_RT2_HXB2,no
PIC81206_EC_RT2,PEPFAR_RT2_HXB2,no
PIC27067_12wk_RT2,PEPFAR_RT2_HXB2,no
PIC60090_12wk_RT2,PEPFAR_RT2_HXB2,no
pNL4-3-1,PEPFAR_RT1_HXB2,no
pNLR-3-2,PEPFAR_RT2_HXB2,no
R1001RT1,PEPFAR_RT1_HXB2,yes,
R1007RT1,PEPFAR_RT1_HXB2,yes,
R1013RT1,PEPFAR_RT1_HXB2,yes,
R1016RT1,PEPFAR_RT1_HXB2,yes,
R1046RT1,PEPFAR_RT1_HXB2,yes,
R1128RT1,PEPFAR_RT1_HXB2,yes,
R1129RT1,PEPFAR_RT1_HXB2,yes,
R1176RT1,PEPFAR_RT1_HXB2,yes,
R1181RT1,PEPFAR_RT1_HXB2,yes,
R1197RT1,PEPFAR_RT1_HXB2,yes,
R1215RT1,PEPFAR_RT1_HXB2,yes,
R1226RT1,PEPFAR_RT1_HXB2,yes,
R1259RT1,PEPFAR_RT1_HXB2,yes,
R1317RT1,PEPFAR_RT1_HXB2,yes,
R1325RT1,PEPFAR_RT1_HXB2,yes,
R1448RT1,PEPFAR_RT1_HXB2,yes,
R1449RT1,PEPFAR_RT1_HXB2,yes,
R1452RT1,PEPFAR_RT1_HXB2,yes,
R1463RT1,PEPFAR_RT1_HXB2,yes,
R1481RT1,PEPFAR_RT1_HXB2,yes,
R1491RT1,PEPFAR_RT1_HXB2,yes,
R1495RT1,PEPFAR_RT1_HXB2,yes,
R1500RT1,PEPFAR_RT1_HXB2,yes,
R1505RT1,PEPFAR_RT1_HXB2,yes,
R1510RT1,PEPFAR_RT1_HXB2,yes,
R1514RT1,PEPFAR_RT1_HXB2,yes,
R1532RT1,PEPFAR_RT1_HXB2,yes,
R1545RT1,PEPFAR_RT1_HXB2,yes,
R1548RT1,PEPFAR_RT1_HXB2,yes,
R1549RT1,PEPFAR_RT1_HXB2,yes,
R1571RT1,PEPFAR_RT1_HXB2,yes,
R1581RT1,PEPFAR_RT1_HXB2,yes,
R1606RT1,PEPFAR_RT1_HXB2,yes,
R1623RT1,PEPFAR_RT1_HXB2,yes,
R1632RT1,PEPFAR_RT1_HXB2,yes,
R1652RT1,PEPFAR_RT1_HXB2,yes,
R1654RT1,PEPFAR_RT1_HXB2,yes,
R1665RT1,PEPFAR_RT1_HXB2,yes,
R1669RT1,PEPFAR_RT1_HXB2,yes,
R2050RT1,PEPFAR_RT1_HXB2,yes,
R2083RT1,PEPFAR_RT1_HXB2,yes,
R3002RT1,PEPFAR_RT1_HXB2,yes,
R3017RT1,PEPFAR_RT1_HXB2,yes,
R3048RT1,PEPFAR_RT1_HXB2,yes,
R3131RT1,PEPFAR_RT1_HXB2,yes,
R3133RT1,PEPFAR_RT1_HXB2,yes,
R3187RT1,PEPFAR_RT1_HXB2,yes,
R1001RT2,PEPFAR_RT2_HXB2,yes,
R1007RT2,PEPFAR_RT2_HXB2,yes,
R1013RT2,PEPFAR_RT2_HXB2,yes,
R1016RT2,PEPFAR_RT2_HXB2,yes,
R1046RT2,PEPFAR_RT2_HXB2,yes,
R1128RT2,PEPFAR_RT2_HXB2,yes,
R1129RT2,PEPFAR_RT2_HXB2,yes,
R1176RT2,PEPFAR_RT2_HXB2,yes,
R1181RT2,PEPFAR_RT2_HXB2,yes,
R1197RT2,PEPFAR_RT2_HXB2,yes,
R1215RT2,PEPFAR_RT2_HXB2,yes,
R1226RT2,PEPFAR_RT2_HXB2,yes,
R1259RT2,PEPFAR_RT2_HXB2,yes,
R1317RT2,PEPFAR_RT2_HXB2,yes,
R1325RT2,PEPFAR_RT2_HXB2,yes,
R1448RT2,PEPFAR_RT2_HXB2,yes,
R1449RT2,PEPFAR_RT2_HXB2,yes,
R1452RT2,PEPFAR_RT2_HXB2,yes,
R1463RT2,PEPFAR_RT2_HXB2,yes,
R1481RT2,PEPFAR_RT2_HXB2,yes,
R1491RT2,PEPFAR_RT2_HXB2,yes,
R1495RT2,PEPFAR_RT2_HXB2,yes,
R1500RT2,PEPFAR_RT2_HXB2,yes,
R1505RT2,PEPFAR_RT2_HXB2,yes,
R1510RT2,PEPFAR_RT2_HXB2,yes,
R1514RT2,PEPFAR_RT2_HXB2,yes,
R1532RT2,PEPFAR_RT2_HXB2,yes,
R1545RT2,PEPFAR_RT2_HXB2,yes,
R1548RT2,PEPFAR_RT2_HXB2,yes,
R1549RT2,PEPFAR_RT2_HXB2,yes,
R1571RT2,PEPFAR_RT2_HXB2,yes,
R1581RT2,PEPFAR_RT2_HXB2,yes,
R1606RT2,PEPFAR_RT2_HXB2,yes,
R1623RT2,PEPFAR_RT2_HXB2,yes,
R1632RT2,PEPFAR_RT2_HXB2,yes,
R1652RT2,PEPFAR_RT2_HXB2,yes,
R1654RT2,PEPFAR_RT2_HXB2,yes,
R1665RT2,PEPFAR_RT2_HXB2,yes,
R1669RT2,PEPFAR_RT2_HXB2,yes,
R2050RT2,PEPFAR_RT2_HXB2,yes,
R2083RT2,PEPFAR_RT2_HXB2,yes,
R3002RT2,PEPFAR_RT2_HXB2,yes,
R3017RT2,PEPFAR_RT2_HXB2,yes,
R3048RT2,PEPFAR_RT2_HXB2,yes,
R3131RT2,PEPFAR_RT2_HXB2,yes,
R3133RT2,PEPFAR_RT2_HXB2,yes,
R3187RT2,PEPFAR_RT2_HXB2,yes,
R1005RT1,PEPFAR_RT1_HXB2,yes,
R1027RT1,PEPFAR_RT1_HXB2,yes,
R1028RT1,PEPFAR_RT1_HXB2,yes,
R1030RT1,PEPFAR_RT1_HXB2,yes,
R1049RT1,PEPFAR_RT1_HXB2,yes,
R1069RT1,PEPFAR_RT1_HXB2,yes,
R1077RT1,PEPFAR_RT1_HXB2,yes,
R1092RT1,PEPFAR_RT1_HXB2,yes,
R1096RT1,PEPFAR_RT1_HXB2,yes,
R1097RT1,PEPFAR_RT1_HXB2,yes,
R1112RT1,PEPFAR_RT1_HXB2,yes,
R1122RT1,PEPFAR_RT1_HXB2,yes,
R1131RT1,PEPFAR_RT1_HXB2,yes,
R1138RT1,PEPFAR_RT1_HXB2,yes,
R1142RT1,PEPFAR_RT1_HXB2,yes,
R1146RT1,PEPFAR_RT1_HXB2,yes,
R1154RT1,PEPFAR_RT1_HXB2,yes,
R1155RT1,PEPFAR_RT1_HXB2,yes,
R1165RT1,PEPFAR_RT1_HXB2,yes,
R1182RT1,PEPFAR_RT1_HXB2,yes,
R1193RT1,PEPFAR_RT1_HXB2,yes,
R1201RT1,PEPFAR_RT1_HXB2,yes,
R1203RT1,PEPFAR_RT1_HXB2,yes,
R1218RT1,PEPFAR_RT1_HXB2,yes,
R1222RT1,PEPFAR_RT1_HXB2,yes,
R1239RT1,PEPFAR_RT1_HXB2,yes,
R1251RT1,PEPFAR_RT1_HXB2,yes,
R1279RT1,PEPFAR_RT1_HXB2,yes,
R1288RT1,PEPFAR_RT1_HXB2,yes,
R1289RT1,PEPFAR_RT1_HXB2,yes,
R1323RT1,PEPFAR_RT1_HXB2,yes,
R1374RT1,PEPFAR_RT1_HXB2,yes,
R1380RT1,PEPFAR_RT1_HXB2,yes,
R1385RT1,PEPFAR_RT1_HXB2,yes,
R1414RT1,PEPFAR_RT1_HXB2,yes,
R1423RT1,PEPFAR_RT1_HXB2,yes,
R1440RT1,PEPFAR_RT1_HXB2,yes,
R1459RT1,PEPFAR_RT1_HXB2,yes,
R1475RT1,PEPFAR_RT1_HXB2,yes,
R1507RT1,PEPFAR_RT1_HXB2,yes,
R1519RT1,PEPFAR_RT1_HXB2,yes,
R1521RT1,PEPFAR_RT1_HXB2,yes,
R1615RT1,PEPFAR_RT1_HXB2,yes,
R2032RT1,PEPFAR_RT1_HXB2,yes,
R1005RT2,PEPFAR_RT2_HXB2,yes,
R1027RT2,PEPFAR_RT2_HXB2,yes,
R1028RT2,PEPFAR_RT2_HXB2,yes,
R1030RT2,PEPFAR_RT2_HXB2,yes,
R1049RT2,PEPFAR_RT2_HXB2,yes,
R1069RT2,PEPFAR_RT2_HXB2,yes,
R1077RT2,PEPFAR_RT2_HXB2,yes,
R1092RT2,PEPFAR_RT2_HXB2,yes,
R1096RT2,PEPFAR_RT2_HXB2,yes,
R1097RT2,PEPFAR_RT2_HXB2,yes,
R1112RT2,PEPFAR_RT2_HXB2,yes,
R1122RT2,PEPFAR_RT2_HXB2,yes,
R1131RT2,PEPFAR_RT2_HXB2,yes,
R1138RT2,PEPFAR_RT2_HXB2,yes,
R1142RT2,PEPFAR_RT2_HXB2,yes,
R1146RT2,PEPFAR_RT2_HXB2,yes,
R1154RT2,PEPFAR_RT2_HXB2,yes,
R1155RT2,PEPFAR_RT2_HXB2,yes,
R1165RT2,PEPFAR_RT2_HXB2,yes,
R1182RT2,PEPFAR_RT2_HXB2,yes,
R1193RT2,PEPFAR_RT2_HXB2,yes,
R1201RT2,PEPFAR_RT2_HXB2,yes,
R1203RT2,PEPFAR_RT2_HXB2,yes,
R1218RT2,PEPFAR_RT2_HXB2,yes,
R1222RT2,PEPFAR_RT2_HXB2,yes,
R1239RT2,PEPFAR_RT2_HXB2,yes,
R1251RT2,PEPFAR_RT2_HXB2,yes,
R1279RT2,PEPFAR_RT2_HXB2,yes,
R1288RT2,PEPFAR_RT2_HXB2,yes,
R1289RT2,PEPFAR_RT2_HXB2,yes,
R1323RT2,PEPFAR_RT2_HXB2,yes,
R1374RT2,PEPFAR_RT2_HXB2,yes,
R1380RT2,PEPFAR_RT2_HXB2,yes,
R1385RT2,PEPFAR_RT2_HXB2,yes,
R1414RT2,PEPFAR_RT2_HXB2,yes,
R1421RT2,PEPFAR_RT2_HXB2,yes,
R1423RT2,PEPFAR_RT2_HXB2,yes,
R1440RT2,PEPFAR_RT2_HXB2,yes,
R1459RT2,PEPFAR_RT2_HXB2,yes,
R1475RT2,PEPFAR_RT2_HXB2,yes,
R1507RT2,PEPFAR_RT2_HXB2,yes,
R1519RT2,PEPFAR_RT2_HXB2,yes,
R1521RT2,PEPFAR_RT2_HXB2,yes,
R1615RT2,PEPFAR_RT2_HXB2,yes,
R2032RT2,PEPFAR_RT2_HXB2,yes,
1170RT1,PEPFAR_RT1_HXB2,yes,
1172RT1,PEPFAR_RT1_HXB2,yes,
1177RT1,PEPFAR_RT1_HXB2,yes,
1241RT1,PEPFAR_RT1_HXB2,yes,
1249RT1,PEPFAR_RT1_HXB2,yes,
1257RT1,PEPFAR_RT1_HXB2,yes,
1266RT1,PEPFAR_RT1_HXB2,yes,
1267RT1,PEPFAR_RT1_HXB2,yes,
1274RT1,PEPFAR_RT1_HXB2,yes,
1299RT1,PEPFAR_RT1_HXB2,yes,
1307RT1,PEPFAR_RT1_HXB2,yes,
1327RT1,PEPFAR_RT1_HXB2,yes,
1331RT1,PEPFAR_RT1_HXB2,yes,
1346RT1,PEPFAR_RT1_HXB2,yes,
1349RT1,PEPFAR_RT1_HXB2,yes,
1362RT1,PEPFAR_RT1_HXB2,yes,
1368RT1,PEPFAR_RT1_HXB2,yes,
1378RT1,PEPFAR_RT1_HXB2,yes,
1387RT1,PEPFAR_RT1_HXB2,yes,
1419RT1,PEPFAR_RT1_HXB2,yes,
1432RT1,PEPFAR_RT1_HXB2,yes,
1441RT1,PEPFAR_RT1_HXB2,yes,
1444RT1,PEPFAR_RT1_HXB2,yes,
1464RT1,PEPFAR_RT1_HXB2,yes,
1482RT1,PEPFAR_RT1_HXB2,yes,
1483RT1,PEPFAR_RT1_HXB2,yes,
1527RT1,PEPFAR_RT1_HXB2,yes,
1531RT1,PEPFAR_RT1_HXB2,yes,
1537RT1,PEPFAR_RT1_HXB2,yes,
1540RT1,PEPFAR_RT1_HXB2,yes,
1544RT1,PEPFAR_RT1_HXB2,yes,
1555RT1,PEPFAR_RT1_HXB2,yes,
1567RT1,PEPFAR_RT1_HXB2,yes,
1569RT1,PEPFAR_RT1_HXB2,yes,
1599RT1,PEPFAR_RT1_HXB2,yes,
1608RT1,PEPFAR_RT1_HXB2,yes,
1622RT1,PEPFAR_RT1_HXB2,yes,
1637RT1,PEPFAR_RT1_HXB2,yes,
1640RT1,PEPFAR_RT1_HXB2,yes,
1648RT1,PEPFAR_RT1_HXB2,yes,
1662RT1,PEPFAR_RT1_HXB2,yes,
2056RT1,PEPFAR_RT1_HXB2,yes,
2077RT1,PEPFAR_RT1_HXB2,yes,
2090RT1,PEPFAR_RT1_HXB2,yes,
3042RT1,PEPFAR_RT1_HXB2,yes,
3073RT1,PEPFAR_RT1_HXB2,yes,
3170RT1,PEPFAR_RT1_HXB2,yes,
1170RT2,PEPFAR_RT2_HXB2,yes,
1172RT2,PEPFAR_RT2_HXB2,yes,
1177RT2,PEPFAR_RT2_HXB2,yes,
1241RT2,PEPFAR_RT2_HXB2,yes,
1249RT2,PEPFAR_RT2_HXB2,yes,
1257RT2,PEPFAR_RT2_HXB2,yes,
1266RT2,PEPFAR_RT2_HXB2,yes,
1267RT2,PEPFAR_RT2_HXB2,yes,
1274RT2,PEPFAR_RT2_HXB2,yes,
1299RT2,PEPFAR_RT2_HXB2,yes,
1307RT2,PEPFAR_RT2_HXB2,yes,
1327RT2,PEPFAR_RT2_HXB2,yes,
1331RT2,PEPFAR_RT2_HXB2,yes,
1346RT2,PEPFAR_RT2_HXB2,yes,
1349RT2,PEPFAR_RT2_HXB2,yes,
1362RT2,PEPFAR_RT2_HXB2,yes,
1368RT2,PEPFAR_RT2_HXB2,yes,
1378RT2,PEPFAR_RT2_HXB2,yes,
1387RT2,PEPFAR_RT2_HXB2,yes,
1419RT2,PEPFAR_RT2_HXB2,yes,
1432RT2,PEPFAR_RT2_HXB2,yes,
1441RT2,PEPFAR_RT2_HXB2,yes,
1444RT2,PEPFAR_RT2_HXB2,yes,
1464RT2,PEPFAR_RT2_HXB2,yes,
1482RT2,PEPFAR_RT2_HXB2,yes,
1483RT2,PEPFAR_RT2_HXB2,yes,
1527RT2,PEPFAR_RT2_HXB2,yes,
1531RT2,PEPFAR_RT2_HXB2,yes,
1537RT2,PEPFAR_RT2_HXB2,yes,
1540RT2,PEPFAR_RT2_HXB2,yes,
1544RT2,PEPFAR_RT2_HXB2,yes,
1555RT2,PEPFAR_RT2_HXB2,yes,
1567RT2,PEPFAR_RT2_HXB2,yes,
1569RT2,PEPFAR_RT2_HXB2,yes,
1599RT2,PEPFAR_RT2_HXB2,yes,
1608RT2,PEPFAR_RT2_HXB2,yes,
1622RT2,PEPFAR_RT2_HXB2,yes,
1637RT2,PEPFAR_RT2_HXB2,yes,
1640RT2,PEPFAR_RT2_HXB2,yes,
1648RT2,PEPFAR_RT2_HXB2,yes,
1662RT2,PEPFAR_RT2_HXB2,yes,
2056RT2,PEPFAR_RT2_HXB2,yes,
2077RT2,PEPFAR_RT2_HXB2,yes,
2090RT2,PEPFAR_RT2_HXB2,yes,
3042RT2,PEPFAR_RT2_HXB2,yes,
3073RT2,PEPFAR_RT2_HXB2,yes,
3170RT2,PEPFAR_RT2_HXB2,yes,
R1018RT1,PEPFAR_RT1_HXB2,yes,
R1034RT1,PEPFAR_RT1_HXB2,yes,
R1044RT1,PEPFAR_RT1_HXB2,yes,
R1048RT1,PEPFAR_RT1_HXB2,yes,
R1051RT1,PEPFAR_RT1_HXB2,yes,
R1052RT1,PEPFAR_RT1_HXB2,yes,
R1053RT1,PEPFAR_RT1_HXB2,yes,
R1054RT1,PEPFAR_RT1_HXB2,yes,
R1070RT1,PEPFAR_RT1_HXB2,yes,
R1078RT1,PEPFAR_RT1_HXB2,yes,
R1098RT1,PEPFAR_RT1_HXB2,yes,
R1111RT1,PEPFAR_RT1_HXB2,yes,
R1115RT1,PEPFAR_RT1_HXB2,yes,
R1143RT1,PEPFAR_RT1_HXB2,yes,
R1159RT1,PEPFAR_RT1_HXB2,yes,
R1211RT1,PEPFAR_RT1_HXB2,yes,
R1229RT1,PEPFAR_RT1_HXB2,yes,
R1280RT1,PEPFAR_RT1_HXB2,yes,
R1284RT1,PEPFAR_RT1_HXB2,yes,
R1315RT1,PEPFAR_RT1_HXB2,yes,
R1333RT1,PEPFAR_RT1_HXB2,yes,
R1340RT1,PEPFAR_RT1_HXB2,yes,
R1352RT1,PEPFAR_RT1_HXB2,yes,
R1356RT1,PEPFAR_RT1_HXB2,yes,
R1376RT1,PEPFAR_RT1_HXB2,yes,
R1382RT1,PEPFAR_RT1_HXB2,yes,
R1395RT1,PEPFAR_RT1_HXB2,yes,
R1410RT1,PEPFAR_RT1_HXB2,yes,
R1498RT1,PEPFAR_RT1_HXB2,yes,
R1529RT1,PEPFAR_RT1_HXB2,yes,
R1546RT1,PEPFAR_RT1_HXB2,yes,
R1551RT1,PEPFAR_RT1_HXB2,yes,
R1562RT1,PEPFAR_RT1_HXB2,yes,
R1591RT1,PEPFAR_RT1_HXB2,yes,
R1592RT1,PEPFAR_RT1_HXB2,yes,
R1597RT1,PEPFAR_RT1_HXB2,yes,
R1614RT1,PEPFAR_RT1_HXB2,yes,
R1649RT1,PEPFAR_RT1_HXB2,yes,
R3035RT1,PEPFAR_RT1_HXB2,yes,
R3044RT1,PEPFAR_RT1_HXB2,yes,
R3062RT1,PEPFAR_RT1_HXB2,yes,
R3070RT1,PEPFAR_RT1_HXB2,yes,
R3074RT1,PEPFAR_RT1_HXB2,yes,
R3079RT1,PEPFAR_RT1_HXB2,yes,
R3087RT1,PEPFAR_RT1_HXB2,yes,
R3094RT1,PEPFAR_RT1_HXB2,yes,
R1018RT2,PEPFAR_RT2_HXB2,yes,
R1034RT2,PEPFAR_RT2_HXB2,yes,
R1048RT2,PEPFAR_RT2_HXB2,yes,
R1053RT2,PEPFAR_RT2_HXB2,yes,
R1070RT2,PEPFAR_RT2_HXB2,yes,
R1078RT2,PEPFAR_RT2_HXB2,yes,
R1098RT2,PEPFAR_RT2_HXB2,yes,
R1115RT2,PEPFAR_RT2_HXB2,yes,
R1143RT2,PEPFAR_RT2_HXB2,yes,
R1159RT2,PEPFAR_RT2_HXB2,yes,
R1211RT2,PEPFAR_RT2_HXB2,yes,
R1229RT2,PEPFAR_RT2_HXB2,yes,
R1280RT2,PEPFAR_RT2_HXB2,yes,
R1315RT2,PEPFAR_RT2_HXB2,yes,
R1340RT2,PEPFAR_RT2_HXB2,yes,
R1352RT2,PEPFAR_RT2_HXB2,yes,
R1356RT2,PEPFAR_RT2_HXB2,yes,
R1376RT2,PEPFAR_RT2_HXB2,yes,
R1382RT2,PEPFAR_RT2_HXB2,yes,
R1395RT2,PEPFAR_RT2_HXB2,yes,
R1529RT2,PEPFAR_RT2_HXB2,yes,
R1546RT2,PEPFAR_RT2_HXB2,yes,
R1551RT2,PEPFAR_RT2_HXB2,yes,
R1562RT2,PEPFAR_RT2_HXB2,yes,
R1592RT2,PEPFAR_RT2_HXB2,yes,
R1597RT2,PEPFAR_RT2_HXB2,yes,
R1614RT2,PEPFAR_RT2_HXB2,yes,
R1649RT2,PEPFAR_RT2_HXB2,yes,
R3044RT2,PEPFAR_RT2_HXB2,yes,
R3062RT2,PEPFAR_RT2_HXB2,yes,
R3070RT2,PEPFAR_RT2_HXB2,yes,
R3074RT2,PEPFAR_RT2_HXB2,yes,
R3094RT2,PEPFAR_RT2_HXB2,yes,
PIC64236_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC71101_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC78882_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC34971_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC28477_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC16767_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC13600_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC23898_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC94960_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC30756_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC27779_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC68008_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC60090_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC66314_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC63245_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC81206_12wk_RT1,PEPFAR_RT1_HXB2,no,nofilter
PIC27067_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC64236_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC71101_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC78882_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC34971_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC28477_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC16767_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC13600_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC23898_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC94960_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC30756_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC27779_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC68008_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC60090_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC66314_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC63245_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
PIC81206_12wk_RT2,PEPFAR_RT2_HXB2,no,nofilter
R1065_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1118_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1125_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1194_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1334_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1353_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R2051_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3021_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3066_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3107_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3155_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R3181_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq
R1065_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1118_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1125_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1194_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1334_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R1353_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R2051_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3021_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3066_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3107_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3155_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
R3181_RT2_run12_DNA,PEPFAR_RT2_HXB2,no,nofilter.reseq
104_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
107_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
115_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
117_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
118_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
129_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
139_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
143_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
152_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
158_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
160_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
167_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
168_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
174_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
188_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
189_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
191_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
194_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
196_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
211_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
214_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
216_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
219_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
220_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
226_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
227_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
232_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
235_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
236_RT1_run12_DNA,PEPFAR_RT1_HXB2,no,nofilter.reseq2
